material,core,parity,seed,delta,norm_T,norm_T_std,spacegroup
SnO2,equiformer_v2,so3,0,0.028651202696637804,0.11780000634115899,0.00032372820812278936,102
SnO2,equiformer_v2,so3,0,0.05,0.11776432537043072,0.00040834155619480636,102
SnO2,equiformer_v2,so3,0,0.05011872336272722,0.11765109271250737,0.00040018752860216636,102
SnO2,equiformer_v2,so3,0,0.1,0.12070530662178822,0.0005754021545537936,102
SnO2,equiformer_v2,so3,0,0.15,0.12480236997664274,0.00025038101358669024,102
SnO2,equiformer_v2,so3,0,0.2,0.12972705688007602,0.000615477259803898,102
SnO2,equiformer_v2,so3,0,0.25,0.3451961509959093,0.0024221099523638987,102
SnO2,equiformer_v2,so3,0,0.3,0.3382047184564435,0.0015164664472178963,102
SnO2,equiformer_v2,so3,0,0.35,0.3322768907722179,0.0021484424389424626,102
SnO2,equiformer_v2,so3,0,0.39999999999999997,0.3248188046207861,0.0017031052467498693,102
SnO2,equiformer_v2,so3,0,0.44999999999999996,0.3177424511958341,0.0013625396936927446,102
SnO2,equiformer_v2,so3,0,0.49999999999999994,0.31080990300875644,0.001249916827671501,102
SnO2,equiformer_v2,so3,0,0.5499999999999999,0.30264161399933975,0.0015121623209572866,102
SnO2,equiformer_v2,so3,0,0.6,0.2942794216094596,0.001387599022316996,102
SnO2,equiformer_v2,so3,0,0.65,0.28807291176473343,0.0013931353682772342,102
SnO2,equiformer_v2,so3,0,0.7,0.2801556059515736,0.0011517476444880793,102
SnO2,equiformer_v2,so3,0,0.75,0.2718996924183383,0.002516848551555103,102
SnO2,equiformer_v2,so3,0,0.7999999999999999,0.2628401501339052,0.0015315179676209662,102
SnO2,equiformer_v2,so3,0,0.85,0.2564040145239943,0.0013721087253462533,102
SnO2,equiformer_v2,so3,0,0.9,0.24815743928354292,0.0017595184784696286,102
SnO2,equiformer_v2,so3,0,0.95,0.23943414193768048,0.001064654169547104,102
SnO2,equiformer_v2,so3,0,1.0,0.23109127696734344,0.0011641818903062148,102
SnO2,equiformer_v2,so3,0,1.0499999999999998,0.22156154486879479,0.001968557738873154,102
SnO2,equiformer_v2,so3,0,1.0999999999999999,0.2131937855583851,0.0022616153987402884,102
SnO2,equiformer_v2,so3,0,1.15,0.20168910321976044,0.0016961403921646485,102
SnO2,equiformer_v2,so3,0,1.2,0.19157369251479822,0.0010297968041107957,102
SnO2,equiformer_v2,so3,1,0.0,0.042504174348503496,0.00021690800343678897,136
SnO2,equiformer_v2,so3,1,0.001,0.04254547175346582,0.0002199213129613632,102
SnO2,equiformer_v2,so3,1,0.0017492711874398425,0.04248194232594531,0.00010906064444807424,102
SnO2,equiformer_v2,so3,1,0.0030599496872071963,0.042489234545810176,0.00029986227879799356,102
SnO2,equiformer_v2,so3,1,0.005352681822847106,0.04265632194716071,0.00037740923186360654,102
SnO2,equiformer_v2,so3,1,0.009363292088239416,0.042747229245379575,0.0003381864786794998,102
SnO2,equiformer_v2,so3,1,0.016378937069540637,0.04341113773585707,0.00039174115874070746,102
SnO2,equiformer_v2,so3,1,0.028651202696637804,0.0458070828078459,0.00038262958116643057,102
SnO2,equiformer_v2,so3,1,0.05,0.05147654268338895,0.0006249951769449231,102
SnO2,equiformer_v2,so3,1,0.05011872336272722,0.052039961404445376,0.0006815949884358126,102
SnO2,equiformer_v2,so3,1,0.1,0.07180964149594002,0.0011116964496276957,102
SnO2,equiformer_v2,so3,1,0.15,0.09678797281963189,0.000820700754750797,102
SnO2,equiformer_v2,so3,1,0.2,0.12449996016816431,0.0007736276529686446,102
SnO2,equiformer_v2,so3,1,0.25,0.2834261624719704,0.001127956373337611,102
SnO2,equiformer_v2,so3,1,0.3,0.27033986085687883,0.001019979117648828,102
SnO2,equiformer_v2,so3,1,0.35,0.2565113762176455,0.000936350530737463,102
SnO2,equiformer_v2,so3,1,0.39999999999999997,0.24318338358118088,0.00034615166065845297,102
SnO2,equiformer_v2,so3,1,0.44999999999999996,0.22987469253710563,0.0011387061422568256,102
SnO2,equiformer_v2,so3,1,0.49999999999999994,0.21889371098517135,0.0009744939587310218,102
SnO2,equiformer_v2,so3,1,0.5499999999999999,0.2074651931395229,0.0012307782740938239,102
SnO2,equiformer_v2,so3,1,0.6,0.1978080036078766,0.0013138964459667806,102
SnO2,equiformer_v2,so3,1,0.65,0.18648618138640022,0.0010811328366159333,102
SnO2,equiformer_v2,so3,1,0.7,0.17612105184626042,0.0023928815816965424,102
SnO2,equiformer_v2,so3,1,0.75,0.16819342527498274,0.0014761375425250737,102
SnO2,equiformer_v2,so3,1,0.7999999999999999,0.16012924875999085,0.0010050314107495398,102
SnO2,equiformer_v2,so3,1,0.85,0.1518442721856174,0.0015347506784595731,102
SnO2,equiformer_v2,so3,1,0.9,0.14597508114910326,0.001454227208231736,102
SnO2,equiformer_v2,so3,1,0.95,0.1404189412744425,0.001626761971501288,102
SnO2,equiformer_v2,so3,1,1.0,0.13300790736577667,0.001095213093056103,102
SnO2,equiformer_v2,so3,1,1.0499999999999998,0.1308524110909574,0.0025587397232149896,102
SnO2,equiformer_v2,so3,1,1.0999999999999999,0.127910019954544,0.002490999756442158,102
SnO2,equiformer_v2,so3,1,1.15,0.1254168499628193,0.002026335948277015,102
SnO2,equiformer_v2,so3,1,1.2,0.12500363088156913,0.0017090345156687658,102
SnO2,equiformer_v2,so3,2,0.0,0.11994080437796069,0.0015155040248591978,136
SnO2,equiformer_v2,so3,2,0.001,0.12019992634894591,0.000674162950074763,102
SnO2,equiformer_v2,so3,2,0.0017492711874398425,0.120451154629444,0.00043474002378754775,102
SnO2,equiformer_v2,so3,2,0.0030599496872071963,0.11981182045287712,0.0006837517265981225,102
SnO2,equiformer_v2,so3,2,0.005352681822847106,0.11968914224577613,0.0004209551173818098,102
SnO2,equiformer_v2,so3,2,0.009363292088239416,0.11916985571480077,0.0009207525350192093,102
SnO2,equiformer_v2,so3,2,0.016378937069540637,0.11964827086391835,0.001051580315923088,102
SnO2,equiformer_v2,so3,2,0.028651202696637804,0.12100934415626781,0.0011569542809868735,102
SnO2,equiformer_v2,so3,2,0.05,0.12282843143002016,0.001067897816301631,102
SnO2,equiformer_v2,so3,2,0.05011872336272722,0.12112062965546944,0.0011793667594569143,102
SnO2,equiformer_v2,so3,2,0.1,0.12727931712562573,0.001998695937770463,102
SnO2,equiformer_v2,so3,2,0.15,0.1368456502707143,0.0019938598483221145,102
SnO2,equiformer_v2,so3,2,0.2,0.14930822017225495,0.0007342654641776763,102
SnO2,equiformer_v2,so3,2,0.25,0.9338488520327022,0.006088093512728821,102
SnO2,equiformer_v2,so3,2,0.3,0.9148208153398594,0.004573296006464143,102
SnO2,equiformer_v2,so3,2,0.35,0.8940819552909266,0.001734925432781004,102
SnO2,equiformer_v2,so3,2,0.39999999999999997,0.8779557046044781,0.001988857057659915,102
SnO2,equiformer_v2,so3,2,0.44999999999999996,0.8559218574826414,0.0063174365561560995,102
SnO2,equiformer_v2,so3,2,0.49999999999999994,0.8413307589651827,0.00418560077341577,102
SnO2,equiformer_v2,so3,2,0.5499999999999999,0.8255712649868403,0.005740409367624791,102
SnO2,equiformer_v2,so3,2,0.6,0.8092668390964818,0.005492052675046944,102
SnO2,equiformer_v2,so3,2,0.65,0.791258177300739,0.0029964607526513417,102
SnO2,equiformer_v2,so3,2,0.7,0.7778088869965818,0.0015055808244383785,102
SnO2,equiformer_v2,so3,2,0.75,0.7599213068430272,0.005919451797066862,102
SnO2,equiformer_v2,so3,2,0.7999999999999999,0.7488601678484521,0.006066480009693237,102
SnO2,equiformer_v2,so3,2,0.85,0.7343850220712822,0.005508579003897764,102
SnO2,equiformer_v2,so3,2,0.9,0.7271501618156209,0.0064396991490086024,102
SnO2,equiformer_v2,so3,2,0.95,0.7141611829813336,0.005682843709768558,102
SnO2,equiformer_v2,so3,2,1.0,0.7036079542052731,0.004148463019987157,102
SnO2,equiformer_v2,so3,2,1.0499999999999998,0.6865345388380233,0.007172663928594976,102
SnO2,equiformer_v2,so3,2,1.0999999999999999,0.6732852130132536,0.005229307002793865,102
SnO2,equiformer_v2,so3,2,1.15,0.6654217384438169,0.004229701104220127,102
SnO2,equiformer_v2,so3,2,1.2,0.6498045316436856,0.008241443930327576,102
SnO2,nequip,o3,0,0.0,1.4720160379511071e-07,0.0,136
SnO2,nequip,o3,0,0.001,0.0003769385803025216,0.0,102
SnO2,nequip,o3,0,0.0017492711874398425,0.0006594597361981869,0.0,102
SnO2,nequip,o3,0,0.0030599496872071963,0.0011539311381056905,0.0,102
SnO2,nequip,o3,0,0.005352681822847106,0.002018189523369074,0.0,102
SnO2,nequip,o3,0,0.009363292088239416,0.0035302164033055305,0.0,102
SnO2,nequip,o3,0,0.016378937069540637,0.006175838876515627,0.0,102
SnO2,nequip,o3,0,0.028651202696637804,0.010803804732859135,0.0,102
SnO2,nequip,o3,0,0.05,0.01885879598557949,0.0,102
SnO2,nequip,o3,0,0.05011872336272722,0.018903670832514763,0.0,102
SnO2,nequip,o3,0,0.1,0.03775995969772339,0.0,102
SnO2,nequip,o3,0,0.15,0.05674611032009125,0.0,102
SnO2,nequip,o3,0,0.2,0.07585905492305756,0.0,102
SnO2,nequip,o3,0,0.25,0.09514244645833969,0.0,102
SnO2,nequip,o3,0,0.3,0.11463811993598938,0.0,102
SnO2,nequip,o3,0,0.35,0.13438904285430908,0.0,102
SnO2,nequip,o3,0,0.39999999999999997,0.1544378399848938,0.0,102
